Date,Number of Mined Bitcoins,Bitcoin Price,Ln Bitcoin Price
2010-07-19,3450600,0.08,-2.525728644
2010-07-22,3477400,0.05,-2.995732274
2010-07-25,3504250,0.06,-2.813410717
2010-07-27,3531050,0.06,-2.813410717
2010-07-30,3558050,0.06,-2.813410717
2010-08-02,3584350,0.06,-2.813410717
2010-08-04,3610800,0.06,-2.813410717
2010-08-06,3637300,0.06,-2.813410717
2010-08-09,3663750,0.07,-2.659260037
2010-08-12,3690300,0.07,-2.659260037
2010-08-14,3716550,0.06,-2.813410717
2010-08-17,3742850,0.07,-2.659260037
2010-08-21,3769200,0.07,-2.659260037
2010-08-23,3795400,0.06,-2.813410717
2010-08-26,3821700,0.06,-2.813410717
2010-08-29,3848400,0.07,-2.659260037
2010-09-01,3874750,0.06,-2.813410717
2010-09-04,3901200,0.06,-2.813410717
2010-09-07,3927700,0.06,-2.813410717
2010-09-11,3954100,0.06,-2.813410717
2010-09-14,3980400,0.06,-2.813410717
2010-09-16,4006600,0.06,-2.813410717
2010-09-19,4033050,0.06,-2.813410717
2010-09-21,4059350,0.06,-2.813410717
2010-09-24,4085600,0.06,-2.813410717
2010-09-26,4111850,0.06,-2.813410717
2010-09-29,4138550,0.06,-2.813410717
2010-10-03,4164800,0.06,-2.813410717
2010-10-06,4191150,0.06,-2.813410717
2010-10-10,4217450,0.09,-2.407945609
2010-10-13,4243900,0.11,-2.207274913
2010-10-16,4270250,0.11,-2.207274913
2010-10-18,4296850,0.1,-2.302585093
2010-10-20,4323450,0.1,-2.302585093
2010-10-23,4350000,0.1,-2.302585093
2010-10-25,4376750,0.13,-2.040220829
2010-10-28,4403300,0.17,-1.771956842
2010-10-30,4429800,0.19,-1.660731207
2010-11-02,4456200,0.19,-1.660731207
2010-11-05,4482650,0.26,-1.347073648
2010-11-07,4509100,0.26,-1.347073648
2010-11-09,4535500,0.21,-1.560647748
2010-11-12,4561700,0.27,-1.30933332
2010-11-14,4588550,0.27,-1.30933332
2010-11-17,4615250,0.23,-1.46967597
2010-11-19,4641950,0.28,-1.272965676
2010-11-23,4668500,0.28,-1.272965676
2010-11-26,4694900,0.28,-1.272965676
2010-11-29,4721350,0.23,-1.46967597
2010-12-01,4748150,0.23,-1.46967597
2010-12-04,4774650,0.25,-1.386294361
2010-12-06,4801350,0.2,-1.609437912
2010-12-09,4827850,0.2,-1.609437912
2010-12-11,4854300,0.2,-1.609437912
2010-12-15,4880950,0.24,-1.427116356
2010-12-18,4907900,0.24,-1.427116356
2010-12-21,4934550,0.24,-1.427116356
2010-12-24,4961350,0.25,-1.386294361
2010-12-28,4987650,0.28,-1.272965676
2010-12-31,5014300,0.3,-1.203972804
2011-01-03,5040750,0.3,-1.203972804
2011-01-06,5067000,0.3,-1.203972804
2011-01-10,5093350,0.33,-1.108662625
2011-01-13,5120000,0.32,-1.139434283
2011-01-16,5146400,0.4,-0.916290732
2011-01-19,5172800,0.31,-1.171182982
2011-01-22,5199550,0.42,-0.867500568
2011-01-25,5225800,0.41,-0.891598119
2011-01-28,5252200,0.45,-0.798507696
2011-01-31,5278500,0.52,-0.653926467
2011-02-04,5305100,0.81,-0.210721031
2011-02-07,5331350,0.89,-0.116533816
2011-02-09,5357750,1.09,0.086177696
2011-02-12,5383950,1.07,0.067658648
2011-02-15,5410250,1.05,0.048790164
2011-02-17,5436700,1.04,0.039220713
2011-02-20,5463000,0.9,-0.105360516
2011-02-22,5489500,0.87,-0.139262067
2011-02-25,5515750,0.91,-0.094310679
2011-02-27,5541950,0.91,-0.094310679
2011-03-02,5568150,0.94,-0.061875404
2011-03-05,5594450,0.9,-0.105360516
2011-03-07,5620700,0.89,-0.116533816
2011-03-09,5647150,0.86,-0.15082289
2011-03-14,5673450,0.89,-0.116533816
2011-03-18,5699700,0.82,-0.198450939
2011-03-22,5726100,0.81,-0.210721031
2011-03-25,5752600,0.88,-0.127833372
2011-03-29,5779000,0.79,-0.235722334
2011-04-01,5805600,0.77,-0.261364764
2011-04-04,5832200,0.68,-0.385662481
2011-04-07,5859300,0.75,-0.287682072
2011-04-10,5885550,0.75,-0.287682072
2011-04-13,5911900,0.92,-0.083381609
2011-04-17,5938350,0.99,-0.010050336
2011-04-20,5964550,1.14,0.131028262
2011-04-23,5990700,1.41,0.343589704
2011-04-26,6017000,1.79,0.58221562
2011-04-29,6043150,2.88,1.057790294
2011-05-02,6069450,3.2,1.16315081
2011-05-05,6095700,3.33,1.202972304
2011-05-07,6122050,3.45,1.238374231
2011-05-09,6148400,3.8,1.335001067
2011-05-12,6174800,6.3,1.840549633
2011-05-15,6201000,8.2,2.104134154
2011-05-17,6227200,7.19,1.972691172
2011-05-19,6253450,6.81,1.91839212
2011-05-21,6279800,5.59,1.720979287
2011-05-23,6306050,7.15,1.967112357
2011-05-25,6332300,8.4,2.128231706
2011-05-27,6358500,8.5,2.140066163
2011-05-30,6384750,8.8,2.174751721
2011-06-02,6411050,10.6,2.360854001
2011-06-05,6437300,14.29,2.659559992
2011-06-07,6463500,23.92,3.174714929
2011-06-10,6489700,23.95,3.175968324
2011-06-12,6515900,23.95,3.175968324
2011-06-14,6542100,19.28,2.959068289
2011-06-17,6568300,15.68,2.752386015
2011-06-19,6594450,15.68,2.752386015
2011-06-21,6620700,15.68,2.752386015
2011-06-24,6647050,15.68,2.752386015
2011-06-27,6673200,16.75,2.818398258
2011-06-30,6699350,16.1,2.778819272
2011-07-03,6725600,15.4,2.734367509
2011-07-06,6751750,14.78,2.693274916
2011-07-10,6777900,14.31,2.660958594
2011-07-13,6804100,13.95,2.635479508
2011-07-16,6830300,13.81,2.625392967
2011-07-20,6856550,13.69,2.616665639
2011-07-23,6882700,13.7,2.617395833
2011-07-26,6908950,13.88,2.630448955
2011-07-29,6935250,13.5,2.602689685
2011-08-02,6961700,12.05,2.48906466
2011-08-05,6988200,9.8,2.282382386
2011-08-09,7014850,9.99,2.301584593
2011-08-13,7041850,9.46,2.247072383
2011-08-17,7068650,10.95,2.393339456
2011-08-21,7095750,11.65,2.45530618
2011-08-25,7122800,9.66,2.267993648
2011-08-29,7149200,8.97,2.193885676
2011-09-01,7175700,8.21,2.105352923
2011-09-05,7202250,7.61,2.029463172
2011-09-09,7229250,5.03,1.615419984
2011-09-13,7256050,5.8,1.757857918
2011-09-17,7283300,4.82,1.572773928
2011-09-20,7309900,6.11,1.809926773
2011-09-24,7336600,5.55,1.713797928
2011-09-28,7363200,4.77,1.562346305
2011-10-02,7389700,5.14,1.637053079
2011-10-06,7416550,4.73,1.553925203
2011-10-11,7443550,3.93,1.368639426
2011-10-15,7470350,3.99,1.383791231
2011-10-20,7497100,2.35,0.854415328
2011-10-24,7523500,2.55,0.936093359
2011-10-29,7549800,3.19,1.160020917
2011-11-02,7576200,3.25,1.178654996
2011-11-06,7603200,3.11,1.134622726
2011-11-09,7631000,2.95,1.08180517
2011-11-13,7658150,3.08,1.124929597
2011-11-17,7684600,2.25,0.810930216
2011-11-21,7711450,2.29,0.828551818
2011-11-25,7738450,2.51,0.920282753
2011-11-30,7765650,2.97,1.088561953
2011-12-03,7794700,3.12,1.137833002
2011-12-07,7823450,2.99,1.095273387
2011-12-11,7850550,2.97,1.088561953
2011-12-14,7877100,3.15,1.147402453
2011-12-19,7904450,3.52,1.25846099
2011-12-22,7931900,3.89,1.358409158
2011-12-26,7960350,4.02,1.391281903
2011-12-30,7988450,4.25,1.446918983
2012-01-02,8016300,5.22,1.652497402
2012-01-06,8043950,6.7,1.902107526
2012-01-09,8071450,6.33,1.845300236
2012-01-13,8099650,6.41,1.857859271
2012-01-17,8128900,5.6,1.722766598
2012-01-21,8156050,6.49,1.870262531
2012-01-24,8184000,6.29,1.838961071
2012-01-28,8211600,5.29,1.665818246
2012-02-01,8239150,6.08,1.805004696
2012-02-04,8266450,5.96,1.785070481
2012-02-08,8293400,5.6,1.722766598
2012-02-12,8320250,5.91,1.776645831
2012-02-15,8347200,4.33,1.465567542
2012-02-19,8374450,4.41,1.483874689
2012-02-23,8401250,5.02,1.613429934
2012-02-26,8428850,5.03,1.615419984
2012-02-29,8456350,4.86,1.581038438
2012-03-04,8483300,4.7,1.547562509
2012-03-08,8510800,4.93,1.595338988
2012-03-12,8538950,4.89,1.587192303
2012-03-16,8566750,5.34,1.675225653
2012-03-19,8594400,4.69,1.545432582
2012-03-23,8622850,4.69,1.545432582
2012-03-26,8651400,4.62,1.530394705
2012-03-30,8679650,4.86,1.581038438
2012-04-03,8707650,4.95,1.599387577
2012-04-07,8735200,4.95,1.599387577
2012-04-11,8763300,4.93,1.595338988
2012-04-16,8790600,4.93,1.595338988
2012-04-19,8817850,5.14,1.637053079
2012-04-23,8847000,4.96,1.601405741
2012-04-28,8875350,5.11,1.631199404
2012-05-01,8903000,5,1.609437912
2012-05-04,8930600,5.07,1.623340818
2012-05-08,8958050,5.05,1.619388243
2012-05-11,8985800,4.96,1.601405741
2012-05-15,9013450,5.04,1.617406082
2012-05-19,9040150,5.12,1.633154439
2012-05-23,9067000,5.14,1.637053079
2012-05-27,9094200,5.15,1.638996715
2012-06-01,9121700,5.27,1.662030363
2012-06-04,9149550,5.27,1.662030363
2012-06-08,9177000,5.63,1.728109442
2012-06-11,9204850,5.57,1.717395054
2012-06-15,9232550,6.5,1.871802177
2012-06-19,9261300,6.5,1.871802177
2012-06-22,9289000,6.55,1.87946505
2012-06-26,9316200,6.42,1.859418118
2012-06-30,9343400,6.65,1.894616855
2012-07-04,9371100,6.51,1.873339456
2012-07-07,9398800,6.65,1.894616855
2012-07-11,9426550,7.15,1.967112357
2012-07-14,9454850,7.67,2.037316615
2012-07-18,9483150,9.11,2.209372711
2012-07-22,9510400,8.52,2.142416341
2012-07-26,9539050,8.9,2.186051277
2012-07-29,9567550,8.9,2.186051277
2012-08-02,9597100,10.53,2.354228326
2012-08-06,9625200,10.86,2.385086315
2012-08-09,9652950,11.06,2.403334996
2012-08-13,9681550,12.04,2.48823444
2012-08-16,9709800,13.5,2.602689685
2012-08-20,9737900,10.1,2.312535424
2012-08-23,9765950,10.1,2.312535424
2012-08-27,9794500,10.95,2.393339456
2012-08-30,9822950,10.78,2.377692565
2012-09-03,9851450,10.53,2.354228326
2012-09-07,9880350,11,2.397895273
2012-09-10,9908900,11.17,2.413231613
2012-09-14,9938350,11.67,2.457021446
2012-09-18,9967650,12.25,2.505525937
2012-09-22,9996650,12.37,2.515274186
2012-09-25,10025600,12.2,2.501435952
2012-09-29,10055450,12.39,2.516889696
2012-10-03,10085100,12.89,2.556451817
2012-10-08,10114900,11.78,2.466403178
2012-10-11,10143650,12.03,2.48740353
2012-10-15,10172050,11.84,2.471483629
2012-10-19,10201150,11.74,2.463001814
2012-10-23,10230150,11.65,2.45530618
2012-10-27,10259800,10.17,2.31944221
2012-10-31,10289350,11.2,2.415913778
2012-11-04,10318600,10.47,2.348514025
2012-11-08,10348700,10.93,2.391511302
2012-11-12,10377700,11.01,2.398803951
2012-11-16,10406150,11.75,2.463853241
2012-11-20,10434750,11.73,2.462149663
2012-11-23,10463900,12.35,2.513656063
2012-11-27,10492200,12.2,2.501435952
2012-12-01,10510550,12.57,2.531313023
2012-12-05,10525175,13.38,2.593761055
2012-12-10,10539375,13.43,2.597491011
2012-12-14,10553650,13.6,2.610069793
2012-12-18,10567150,13.3,2.587764035
2012-12-22,10580850,13.5,2.602689685
2012-12-27,10594925,13.42,2.596746132
2012-12-30,10608800,13.42,2.596746132
2013-01-03,10622600,13.4,2.595254707
2013-01-06,10636250,13.5,2.602689685
2013-01-10,10649775,14.14,2.64900766
2013-01-14,10663325,14.3,2.660259537
2013-01-19,10676925,15.7,2.753660712
2013-01-23,10690775,17.5,2.862200881
2013-01-26,10704375,17.4,2.856470206
2013-01-30,10718300,19.7,2.980618636
2013-02-02,10732175,20.5,3.020424886
2013-02-06,10746050,21.18,3.05305734
2013-02-09,10759725,22.66,3.120601256
2013-02-13,10773450,24.2,3.186352633
2013-02-16,10787025,27.1,3.299533728
2013-02-19,10800625,29.42,3.381674715
2013-02-22,10814075,30.25,3.409496184
2013-02-25,10827575,30.4,3.414442608
2013-02-28,10841150,33.38,3.507956918
2013-03-04,10854500,36.15,3.587676949
2013-03-07,10868000,42,3.737669618
2013-03-10,10881350,44.18,3.788272198
2013-03-14,10894775,47.17,3.853758097
2013-03-17,10908250,46.95,3.849083206
2013-03-20,10921675,64.49,4.166510173
2013-03-22,10935200,69.87,4.246636373
2013-03-25,10948525,73.6,4.298645026
2013-03-28,10961750,86.18,4.456438132
2013-03-31,10975075,90.5,4.505349851
2013-04-03,10988475,131.79,4.881209747
2013-04-07,11001875,142.5,4.959342
2013-04-10,11015175,181.69,5.202301938
2013-04-13,11028325,110,4.700480366
2013-04-16,11041600,75.6,4.325456283
2013-04-20,11054950,118,4.770684624
2013-04-23,11068200,145.38,4.979351004
2013-04-26,11081475,136.8,4.918520005
2013-04-29,11094725,144.5,4.973279508
2013-05-03,11107950,101.72,4.622223941
2013-05-06,11121200,109.49,4.695833221
2013-05-09,11134500,112.5,4.722953222
2013-05-13,11147750,118.29,4.773139237
2013-05-16,11161050,117.49,4.766353224
2013-05-19,11174300,123.13,4.813240708
2013-05-23,11187500,126.56,4.840716504
2013-05-26,11200725,132,4.882801923
2013-05-29,11214050,130.55,4.871756295
2013-06-01,11227325,127.2,4.845760651
2013-06-04,11240850,120.82,4.794301835
2013-06-07,11254175,110.8,4.707726774
2013-06-10,11267550,105.3,4.656813419
2013-06-13,11281000,103,4.634728988
2013-06-16,11294250,98.62,4.591274081
2013-06-19,11307425,108,4.682131227
2013-06-22,11320550,108.94,4.690797272
2013-06-26,11333725,102.99,4.634631896
2013-06-29,11346875,96.99,4.57460788
2013-07-02,11360125,90,4.49980967
2013-07-05,11373425,69.93,4.247494742
2013-07-08,11386700,76,4.33073334
2013-07-11,11399925,99.1,4.596129441
2013-07-14,11413175,90.9,4.509760001
2013-07-17,11426525,92,4.521788577
2013-07-20,11440000,92.3,4.525044142
2013-07-23,11453300,89.88,4.498475447
2013-07-27,11466750,89.34,4.492449316
2013-07-30,11480100,98.98,4.59491781
2013-08-02,11493425,96.66,4.571199666
2013-08-05,11506850,98.56,4.5906655
2013-08-07,11520075,97.08,4.575535381
2013-08-10,11533350,93.81,4.54127146
2013-08-13,11546600,99.65,4.601664047
2013-08-16,11560550,98.48,4.589853482
2013-08-19,11573800,103.18,4.636475036
2013-08-22,11587550,108,4.682131227
2013-08-24,11600925,107.76,4.679906532
2013-08-27,11614175,117.65,4.767714115
2013-08-30,11627425,126.02,4.836440625
2013-09-02,11640750,129.4,4.862908382
2013-09-05,11654050,122.49,4.808029394
2013-09-08,11667575,117.9,4.769836808
2013-09-11,11680900,126.61,4.841111496
2013-09-13,11694200,127,4.844187086
2013-09-16,11707825,126.32,4.83881837
2013-09-19,11721200,124.1,4.821087692
2013-09-22,11734650,121.7,4.801559
2013-09-24,11748175,124.65,4.82550981
2013-09-27,11761825,126.1,4.837075243
2013-10-01,11775275,127.42,4.847488717
2013-10-04,11789350,122.06,4.804512727
2013-10-06,11802925,122.06,4.804512727
2013-10-10,11816550,126.28,4.838501664
2013-10-12,11830425,126.85,4.843005286
2013-10-15,11844250,147.15,4.991452475
2013-10-17,11857925,143.77,4.9682148
2013-10-20,11871800,160.07,5.07561122
2013-10-23,11885500,191.77,5.256296737
2013-10-25,11899075,183.34,5.211342353
2013-10-28,11912775,198.58,5.291192042
2013-10-31,11926375,206.34,5.329525294
2013-11-02,11939925,208.18,5.33840309
2013-11-05,11953600,256.21,5.545997421
2013-11-09,11966825,325.65,5.785823185
2013-11-12,11980575,369.84,5.91307048
2013-11-15,11994350,430.62,6.065226031
2013-11-18,12008425,691.61,6.539022213
2013-11-22,12021925,843.95,6.738093251
2013-11-25,12035750,834,6.726233402
2013-11-28,12049675,1055.58,6.961845658
2013-12-01,12063575,1137,7.036148494
2013-12-04,12077450,1130,7.029972912
2013-12-07,12091500,552.16,6.313837859
2013-12-10,12105300,942.73,6.848779921
2013-12-14,12119100,869.9,6.768378263
2013-12-17,12133400,533.71,6.27985262
2013-12-19,12147375,707.82,6.562189824
2013-12-22,12160975,599.47,6.396045932
2013-12-26,12174750,706.42,6.560209961
2013-12-29,12188525,721.44,6.581249215
2014-01-01,12202625,747.81,6.617148935
2014-01-05,12216325,801.89,6.686971441
2014-01-08,12230225,839,6.732210706
2014-01-10,12244100,858.86,6.755605928
2014-01-13,12258125,829.94,6.721353409
2014-01-16,12271800,813.8,6.701714636
2014-01-20,12285550,820.84,6.710328206
2014-01-23,12299650,773.1,6.650408406
2014-01-26,12314050,793.49,6.676440937
2014-01-30,12328350,799.33,6.683773877
2014-02-02,12342150,806.69,6.692939456
2014-02-05,12356275,786.06,6.667033125
2014-02-08,12370600,727.52,6.58964149
2014-02-12,12384475,657.38,6.488262238
2014-02-15,12398875,652.18,6.480320597
2014-02-18,12413350,626.32,6.439861423
2014-02-21,12427750,563.31,6.333830098
2014-02-25,12442225,609.96,6.413393381
2014-02-28,12456975,566.91,6.340200561
2014-03-04,12471275,672.1,6.510407139
2014-03-07,12486075,626.74,6.440531782
2014-03-11,12500600,638.8,6.459591416
2014-03-15,12515100,635.5,6.454412091
2014-03-18,12529550,617.86,6.426261895
2014-03-21,12543800,571.71,6.34863187
2014-03-25,12558350,572,6.349138991
2014-03-28,12572550,504,6.222576268
2014-03-31,12587000,465.75,6.143649009
2014-04-03,12601300,436.23,6.078169627
2014-04-07,12615750,454.2,6.11853763
2014-04-11,12630325,426.53,6.055682704
2014-04-14,12644550,426.53,6.055682704
2014-04-17,12659150,496.81,6.208207659
2014-04-21,12674250,503.18,6.220947959
2014-04-25,12688875,462.59,6.136841133
2014-04-28,12703625,439.17,6.084886582
2014-05-02,12718425,451.51,6.112597521
2014-05-06,12732700,427.66,6.058328487
2014-05-09,12747475,452.29,6.114323567
2014-05-13,12761825,437.55,6.081190985
2014-05-16,12776025,449.68,6.108536219
2014-05-20,12791100,489.43,6.193241449
2014-05-23,12805500,532.48,6.277545338
2014-05-26,12819775,581.81,6.366143934
2014-05-30,12833600,613.92,6.419864626
2014-06-02,12847650,655.27,6.485047364
2014-06-06,12861600,652.65,6.481040998
2014-06-10,12875700,645.34,6.46977731
2014-06-13,12889975,582.37,6.367105985
2014-06-16,12904425,592.81,6.384873943
2014-06-20,12918700,594.47,6.387670252
2014-06-23,12933125,586.97,6.374973711
2014-06-26,12947200,571.59,6.348421951
2014-06-29,12961425,594.53,6.387771177
2014-07-03,12975400,642.87,6.465942527
2014-07-07,12989375,623.92,6.436022155
2014-07-10,13003775,618.05,6.42656936
2014-07-14,13017875,622.08,6.433068702
2014-07-18,13032025,628.86,6.443908656
2014-07-21,13046200,620.78,6.430976752
2014-07-25,13060175,599.5,6.396095974
2014-07-29,13074325,582.28,6.366951432
2014-08-02,13089150,600.03,6.396979654
2014-08-05,13103275,579.65,6.362424473
2014-08-09,13117600,591.32,6.382357326
2014-08-12,13132000,570.17,6.345934562
2014-08-16,13146075,496.75,6.208086881
2014-08-19,13160675,483.36,6.180761718
2014-08-22,13174725,516.93,6.247907469
2014-08-26,13188950,509.84,6.234096951
2014-08-29,13203150,509.35,6.233135403
2014-09-02,13217500,478.21,6.170049967
2014-09-05,13231925,478.42,6.170489008
2014-09-09,13246250,473.01,6.15911653
2014-09-13,13260475,471.48,6.155876683
2014-09-16,13274825,463.89,6.139647455
2014-09-19,13289075,396.47,5.982600376
2014-09-23,13303425,448.34,6.105551873
2014-09-26,13317675,407.29,6.009525462
2014-09-30,13331500,389.68,5.965325889
2014-10-04,13345600,358.65,5.882346983
2014-10-08,13359400,350.6,5.859645972
2014-10-12,13373425,370.7,5.91539311
2014-10-16,13387650,383.19,5.94853095
2014-10-19,13401575,387.92,5.960799133
2014-10-23,13415600,359.65,5.885131336
2014-10-27,13429400,351.88,5.863290208
2014-10-30,13443375,347.62,5.851109929
2014-11-03,13457325,327.51,5.791518589
2014-11-06,13471475,349.63,5.856875452
2014-11-10,13485375,365.92,5.90241473
2014-11-14,13499175,396.45,5.98254993
2014-11-18,13513025,378.73,5.93682355
2014-11-22,13526675,353.8,5.868731782
2014-11-26,13540625,366.6,5.904271335
2014-11-29,13554700,377.77,5.934285545
2014-12-03,13568525,284.18,5.64960784
2014-12-07,13582700,378.61,5.936506652
2014-12-11,13596725,350.33,5.858875567
2014-12-15,13610975,348.15,5.852633421
2014-12-19,13625150,314.26,5.750220669
2014-12-23,13639375,334.99,5.814100681
2014-12-27,13653125,329.49,5.797546004
2014-12-30,13667450,310.17,5.737120534
2015-01-03,13681475,314.73,5.751715128
2015-01-06,13695925,286.41,5.657424351
2015-01-10,13709900,289.81,5.669225536
2015-01-14,13723825,183.07,5.209868593
2015-01-18,13737875,207.87,5.336912884
2015-01-22,13751925,231.92,5.446392485
2015-01-27,13765850,261.76,5.567428053
2015-01-30,13780350,229.67,5.436643496
2015-02-03,13794650,227.86,5.428731405
2015-02-07,13808825,223.37,5.408829589
2015-02-10,13823000,219.7,5.392262979
2015-02-14,13836625,234.25,5.456388921
2015-02-18,13850625,233.48,5.45309642
2015-02-21,13864575,244.84,5.500604936
2015-02-25,13878575,237.97,5.472144615
2015-03-01,13892700,258.18,5.553657016
2015-03-05,13906775,279.93,5.634539572
2015-03-09,13920750,289.07,5.666668873
2015-03-13,13934875,288.4,5.664348405
2015-03-17,13948450,287.46,5.66108372
